text-de,class,text-en,class-formatted,class-en
"Hallo, ich habe vor kurzem ein Produkt erhalten, aber es entspricht nicht meinen Erwartungen. Die Qualität ist minderwertig, und ich möchte eine Lösung für dieses Problem.", Reklamationen,"Hello, I recently received a product, but it does not meet my expectations. The quality is inferior, and I want a solution to this problem.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferung meiner Bestellung. Es gab Verzögerungen und Probleme, die zu Unannehmlichkeiten führten.", Reklamationen,"Dear team, I have a complaint about the delivery of my order. There were delays and problems that led to inconvenience.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit ein Produkt bei Ihnen gekauft, aber es wurde beschädigt geliefert. Ich bitte um eine Erstattung oder einen Austausch.", Reklamationen,"Good day, I bought a product from you some time ago, but it was delivered damaged. I ask for a refund or an exchange.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über den Kundenservice. Ich habe mehrmals versucht, jemanden zu erreichen, aber meine Anfragen wurden ignoriert.", Reklamationen,"Hello, I have a complaint about customer service. I have tried to reach someone several times, but my requests have been ignored.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Dear team, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Ich bin sehr enttäuscht von Ihrem Service.", Reklamationen,"Hello, I have placed an order some time ago, but have not received any delivery so far. I am very disappointed by your service.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Produkts, das ich erhalten habe. Es entspricht nicht meinen Erwartungen, und ich erwarte eine Entschädigung.", Reklamationen,"Hello, I have a complaint about the quality of the product I have received. It does not meet my expectations and I expect compensation.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe ein Problem mit meinem Konto. Es gab unautorisierte Transaktionen, die ich nicht genehmigt habe. Bitte helfen Sie mir, das zu klären.", Reklamationen,"Dear team, I have a problem with my account. There have been unauthorized transactions that I have not authorized. Please help me to clarify this.",Reklamationen,Complaints
"Guten Tag, ich habe vor kurzem ein Produkt erhalten, aber es fehlen Teile und Zubehör. Ich bitte um eine schnelle Lösung für dieses Problem.", Reklamationen,"Good day, I have recently received a product, but there are missing parts and accessories. I ask for a quick solution to this problem.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Kundendienstes. Ich habe mehrere Male versucht, jemanden zu erreichen, aber ohne Erfolg.", Reklamationen,"Hello, I have a complaint about the quality of customer service. I have tried several times to reach someone, but without success.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Dear team, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Es gab keine Benachrichtigung über Verzögerungen oder Probleme.", Reklamationen,"Good day, I placed an order some time ago, but have not received any delivery so far. There was no notification of delays or problems.",Reklamationen,Complaints
"Hallo, ich habe ein Problem mit dem Produkt, das ich erhalten habe. Es funktioniert nicht wie erwartet, und ich möchte eine Rückerstattung oder einen Austausch.", Reklamationen,"Hello, I have a problem with the product I have received. It does not work as expected, and I want a refund or an exchange.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über den Zustand des Produkts, das ich erhalten habe. Es ist beschädigt und unbrauchbar, und ich möchte eine Rückerstattung.", Reklamationen,"Dear team, I have a complaint about the condition of the product I have received. It is damaged and unusable, and I want a refund.",Reklamationen,Complaints
"Guten Tag, ich bin mit dem Kundenservice, den ich erhalten habe, sehr unzufrieden. Es gab keine angemessene Unterstützung bei meinem Problem, und ich bin enttäuscht.", Reklamationen,"Good day, I am very dissatisfied with the customer service I received. There was no adequate support for my problem and I am disappointed.",Reklamationen,Complaints
"Hallo, ich habe vor kurzem ein Produkt erhalten, aber es entspricht nicht meinen Erwartungen. Die Qualität ist minderwertig, und ich möchte eine Lösung für dieses Problem.", Reklamationen,"Hello, I recently received a product, but it does not meet my expectations. The quality is inferior, and I want a solution to this problem.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferung meiner Bestellung. Es gab Verzögerungen und Probleme, die zu Unannehmlichkeiten führten.", Reklamationen,"Dear team, I have a complaint about the delivery of my order. There were delays and problems that led to inconvenience.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit ein Produkt bei Ihnen gekauft, aber es wurde beschädigt geliefert. Ich bitte um eine Erstattung oder einen Austausch.", Reklamationen,"Good day, I bought a product from you some time ago, but it was delivered damaged. I ask for a refund or an exchange.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über den Kundenservice. Ich habe mehrmals versucht, jemanden zu erreichen, aber meine Anfragen wurden ignoriert.", Reklamationen,"Hello, I have a complaint about customer service. I have tried to reach someone several times, but my requests have been ignored.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Dear team, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Ich bin sehr enttäuscht von Ihrem Service.", Reklamationen,"Hello, I have placed an order some time ago, but have not received any delivery so far. I am very disappointed by your service.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Produkts, das ich erhalten habe. Es entspricht nicht meinen Erwartungen, und ich erwarte eine Entschädigung.", Reklamationen,"Hello, I have a complaint about the quality of the product I have received. It does not meet my expectations and I expect compensation.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe ein Problem mit meinem Konto. Es gab unautorisierte Transaktionen, die ich nicht genehmigt habe. Bitte helfen Sie mir, das zu klären.", Reklamationen,"Dear team, I have a problem with my account. There have been unauthorized transactions that I have not authorized. Please help me to clarify this.",Reklamationen,Complaints
"Guten Tag, ich habe vor kurzem ein Produkt erhalten, aber es fehlen Teile und Zubehör. Ich bitte um eine schnelle Lösung für dieses Problem.", Reklamationen,"Good day, I have recently received a product, but there are missing parts and accessories. I ask for a quick solution to this problem.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Kundendienstes. Ich habe mehrere Male versucht, jemanden zu erreichen, aber ohne Erfolg.", Reklamationen,"Hello, I have a complaint about the quality of customer service. I have tried several times to reach someone, but without success.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Dear team, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Es gab keine Benachrichtigung über Verzögerungen oder Probleme.", Reklamationen,"Good day, I placed an order some time ago, but have not received any delivery so far. There was no notification of delays or problems.",Reklamationen,Complaints
"Hallo, ich habe ein Problem mit dem Produkt, das ich erhalten habe. Es funktioniert nicht wie erwartet, und ich möchte eine Rückerstattung oder einen Austausch.", Reklamationen,"Hello, I have a problem with the product I have received. It does not work as expected, and I want a refund or an exchange.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über den Zustand des Produkts, das ich erhalten habe. Es ist beschädigt und unbrauchbar, und ich möchte eine Rückerstattung.", Reklamationen,"Dear team, I have a complaint about the condition of the product I have received. It is damaged and unusable, and I want a refund.",Reklamationen,Complaints
"Guten Tag, ich bin mit dem Kundenservice, den ich erhalten habe, sehr unzufrieden. Es gab keine angemessene Unterstützung bei meinem Problem, und ich bin enttäuscht.", Reklamationen,"Good day, I am very dissatisfied with the customer service I received. There was no adequate support for my problem and I am disappointed.",Reklamationen,Complaints
"Hallo, ich habe vor kurzem ein Produkt erhalten, aber es entspricht nicht meinen Erwartungen. Die Qualität ist minderwertig, und ich möchte eine Lösung für dieses Problem.", Reklamationen,"Hello, I recently received a product, but it does not meet my expectations. The quality is inferior, and I want a solution to this problem.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferung meiner Bestellung. Es gab Verzögerungen und Probleme, die zu Unannehmlichkeiten führten.", Reklamationen,"Dear team, I have a complaint about the delivery of my order. There were delays and problems that led to inconvenience.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit ein Produkt bei Ihnen gekauft, aber es wurde beschädigt geliefert. Ich bitte um eine Erstattung oder einen Austausch.", Reklamationen,"Good day, I bought a product from you some time ago, but it was delivered damaged. I ask for a refund or an exchange.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über den Kundenservice. Ich habe mehrmals versucht, jemanden zu erreichen, aber meine Anfragen wurden ignoriert.", Reklamationen,"Hello, I have a complaint about customer service. I have tried to reach someone several times, but my requests have been ignored.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Dear team, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Ich bin sehr enttäuscht von Ihrem Service.", Reklamationen,"Hello, I have placed an order some time ago, but have not received any delivery so far. I am very disappointed by your service.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Produkts, das ich erhalten habe. Es entspricht nicht meinen Erwartungen, und ich erwarte eine Entschädigung.", Reklamationen,"Hello, I have a complaint about the quality of the product I have received. It does not meet my expectations and I expect compensation.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe ein Problem mit meinem Konto. Es gab unautorisierte Transaktionen, die ich nicht genehmigt habe. Bitte helfen Sie mir, das zu klären.", Reklamationen,"Dear team, I have a problem with my account. There have been unauthorized transactions that I have not authorized. Please help me to clarify this.",Reklamationen,Complaints
"Guten Tag, ich habe vor kurzem ein Produkt erhalten, aber es fehlen Teile und Zubehör. Ich bitte um eine schnelle Lösung für dieses Problem.", Reklamationen,"Good day, I have recently received a product, but there are missing parts and accessories. I ask for a quick solution to this problem.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Kundendienstes. Ich habe mehrere Male versucht, jemanden zu erreichen, aber ohne Erfolg.", Reklamationen,"Hello, I have a complaint about the quality of customer service. I have tried several times to reach someone, but without success.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Dear team, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Es gab keine Benachrichtigung über Verzögerungen oder Probleme.", Reklamationen,"Good day, I placed an order some time ago, but have not received any delivery so far. There was no notification of delays or problems.",Reklamationen,Complaints
"Hallo, ich habe ein Problem mit dem Produkt, das ich erhalten habe. Es funktioniert nicht wie erwartet, und ich möchte eine Rückerstattung oder einen Austausch.", Reklamationen,"Hello, I have a problem with the product I have received. It does not work as expected, and I want a refund or an exchange.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über den Zustand des Produkts, das ich erhalten habe. Es ist beschädigt und unbrauchbar, und ich möchte eine Rückerstattung.", Reklamationen,"Dear team, I have a complaint about the condition of the product I have received. It is damaged and unusable, and I want a refund.",Reklamationen,Complaints
"Guten Tag, ich bin mit dem Kundenservice, den ich erhalten habe, sehr unzufrieden. Es gab keine angemessene Unterstützung bei meinem Problem, und ich bin enttäuscht.", Reklamationen,"Good day, I am very dissatisfied with the customer service I received. There was no adequate support for my problem and I am disappointed.",Reklamationen,Complaints
"Hallo, ich habe vor kurzem ein Produkt erhalten, aber es entspricht nicht meinen Erwartungen. Die Qualität ist minderwertig, und ich möchte eine Lösung für dieses Problem.", Reklamationen,"Hello, I recently received a product, but it does not meet my expectations. The quality is inferior, and I want a solution to this problem.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferung meiner Bestellung. Es gab Verzögerungen und Probleme, die zu Unannehmlichkeiten führten.", Reklamationen,"Dear team, I have a complaint about the delivery of my order. There were delays and problems that led to inconvenience.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit ein Produkt bei Ihnen gekauft, aber es wurde beschädigt geliefert. Ich bitte um eine Erstattung oder einen Austausch.", Reklamationen,"Good day, I bought a product from you some time ago, but it was delivered damaged. I ask for a refund or an exchange.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über den Kundenservice. Ich habe mehrmals versucht, jemanden zu erreichen, aber meine Anfragen wurden ignoriert.", Reklamationen,"Hello, I have a complaint about customer service. I have tried to reach someone several times, but my requests have been ignored.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Dear team, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Ich bin sehr enttäuscht von Ihrem Service.", Reklamationen,"Hello, I have placed an order some time ago, but have not received any delivery so far. I am very disappointed by your service.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Produkts, das ich erhalten habe. Es entspricht nicht meinen Erwartungen, und ich erwarte eine Entschädigung.", Reklamationen,"Hello, I have a complaint about the quality of the product I have received. It does not meet my expectations and I expect compensation.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe ein Problem mit meinem Konto. Es gab unautorisierte Transaktionen, die ich nicht genehmigt habe. Bitte helfen Sie mir, das zu klären.", Reklamationen,"Dear team, I have a problem with my account. There have been unauthorized transactions that I have not authorized. Please help me to clarify this.",Reklamationen,Complaints
"Guten Tag, ich habe vor kurzem ein Produkt erhalten, aber es fehlen Teile und Zubehör. Ich bitte um eine schnelle Lösung für dieses Problem.", Reklamationen,"Good day, I have recently received a product, but there are missing parts and accessories. I ask for a quick solution to this problem.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Kundendienstes. Ich habe mehrere Male versucht, jemanden zu erreichen, aber ohne Erfolg.", Reklamationen,"Hello, I have a complaint about the quality of customer service. I have tried several times to reach someone, but without success.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Dear team, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Es gab keine Benachrichtigung über Verzögerungen oder Probleme.", Reklamationen,"Good day, I placed an order some time ago, but have not received any delivery so far. There was no notification of delays or problems.",Reklamationen,Complaints
"Hallo, ich habe ein Problem mit dem Produkt, das ich erhalten habe. Es funktioniert nicht wie erwartet, und ich möchte eine Rückerstattung oder einen Austausch.", Reklamationen,"Hello, I have a problem with the product I have received. It does not work as expected, and I want a refund or an exchange.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über den Zustand des Produkts, das ich erhalten habe. Es ist beschädigt und unbrauchbar, und ich möchte eine Rückerstattung.", Reklamationen,"Dear team, I have a complaint about the condition of the product I have received. It is damaged and unusable, and I want a refund.",Reklamationen,Complaints
"Guten Tag, ich bin mit dem Kundenservice, den ich erhalten habe, sehr unzufrieden. Es gab keine angemessene Unterstützung bei meinem Problem, und ich bin enttäuscht.", Reklamationen,"Good day, I am very dissatisfied with the customer service I received. There was no adequate support for my problem and I am disappointed.",Reklamationen,Complaints
"Hallo, ich habe vor kurzem ein Produkt erhalten, aber es entspricht nicht meinen Erwartungen. Die Qualität ist minderwertig, und ich möchte eine Lösung für dieses Problem.", Reklamationen,"Hello, I recently received a product, but it does not meet my expectations. The quality is inferior, and I want a solution to this problem.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferung meiner Bestellung. Es gab Verzögerungen und Probleme, die zu Unannehmlichkeiten führten.", Reklamationen,"Dear team, I have a complaint about the delivery of my order. There were delays and problems that led to inconvenience.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit ein Produkt bei Ihnen gekauft, aber es wurde beschädigt geliefert. Ich bitte um eine Erstattung oder einen Austausch.", Reklamationen,"Good day, I bought a product from you some time ago, but it was delivered damaged. I ask for a refund or an exchange.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über den Kundenservice. Ich habe mehrmals versucht, jemanden zu erreichen, aber meine Anfragen wurden ignoriert.", Reklamationen,"Hello, I have a complaint about customer service. I have tried to reach someone several times, but my requests have been ignored.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe eine Beschwerde über die Lieferzeit meiner Bestellung. Es hat viel länger gedauert als erwartet, und ich bin sehr unzufrieden damit.", Reklamationen,"Dear team, I have a complaint about the delivery time of my order. It took much longer than expected and I am very dissatisfied with it.",Reklamationen,Complaints
"Guten Tag, ich habe vor einiger Zeit eine Bestellung aufgegeben, aber bisher keine Lieferung erhalten. Ich bin sehr enttäuscht von Ihrem Service.", Reklamationen,"Hello, I have placed an order some time ago, but have not received any delivery so far. I am very disappointed by your service.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Produkts, das ich erhalten habe. Es entspricht nicht meinen Erwartungen, und ich erwarte eine Entschädigung.", Reklamationen,"Hello, I have a complaint about the quality of the product I have received. It does not meet my expectations and I expect compensation.",Reklamationen,Complaints
"Sehr geehrtes Team, ich habe ein Problem mit meinem Konto. Es gab unautorisierte Transaktionen, die ich nicht genehmigt habe. Bitte helfen Sie mir, das zu klären.", Reklamationen,"Dear team, I have a problem with my account. There have been unauthorized transactions that I have not authorized. Please help me to clarify this.",Reklamationen,Complaints
"Guten Tag, ich habe vor kurzem ein Produkt erhalten, aber es fehlen Teile und Zubehör. Ich bitte um eine schnelle Lösung für dieses Problem.", Reklamationen,"Good day, I have recently received a product, but there are missing parts and accessories. I ask for a quick solution to this problem.",Reklamationen,Complaints
"Hallo, ich habe eine Beschwerde über die Qualität des Kundendienstes. Ich habe mehrere Male versucht, jemanden zu erreichen, aber ohne Erfolg.", Reklamationen,"Hello, I have a complaint about the quality of customer service. I have tried several times to reach someone, but without success.",Reklamationen,Complaints
"Hallo, ich kann es nicht fassen, wie schlecht Ihr Service ist! Die Lieferung ist schon wieder verspätet, und das Produkt ist total minderwertig! Ich erwarte eine Entschädigung für all die Unannehmlichkeiten, die Sie mir bereitet haben!", Reklamationen,"Hello, I can't believe how bad your service is! The delivery is already delayed again, and the product is totally inferior! I expect compensation for all the inconvenience you have caused me!",Reklamationen,Complaints
"Was ist das für ein Witz? Ich habe seit Wochen auf meine Bestellung gewartet, und jetzt kommt sie endlich an, nur um festzustellen, dass das Produkt beschädigt ist! Das ist inakzeptabel und absolut enttäuschend!", Reklamationen,"What a joke! I've been waiting for weeks for my order, and now it finally arrives, just to find out that the product is damaged! That's unacceptable and absolutely disappointing!",Reklamationen,Complaints
"Ich bin wirklich verärgert über Ihren Kundenservice! Ich habe versucht, jemanden zu erreichen, aber Ihre Hotline ist nie erreichbar, und auf meine E-Mails antwortet niemand! So behandelt man keine zahlenden Kunden!", Reklamationen,"I'm really upset about your customer service! I've tried to reach someone, but your hotline is never available, and nobody answers my emails! That's how you don't treat paying customers!",Reklamationen,Complaints
"Das ist lächerlich! Ich habe extra Expressversand bezahlt, und trotzdem kommt meine Lieferung viel zu spät an! Das ist eine absolute Frechheit, und ich erwarte eine Erstattung für die zusätzlichen Kosten, die ich für nichts bezahlt habe!", Reklamationen,"This is ridiculous! I have paid extra express shipping, and yet my delivery arrives much too late! This is an absolute impudence and I expect a refund for the additional costs I have paid for nothing!",Reklamationen,Complaints
"Ich bin maßlos enttäuscht von Ihrem Unternehmen! Nicht nur war die Qualität des Produkts miserabel, sondern auch der Kundenservice war eine absolute Katastrophe! Ich werde nie wieder bei Ihnen einkaufen!", Reklamationen,"I am utterly disappointed by your company! Not only was the quality of the product miserable, but also the customer service was an absolute disaster! I will never buy from you again!",Reklamationen,Complaints
"Ich kann nicht glauben, dass ich für diesen Schrott auch noch Geld bezahlt habe! Das Produkt ist billig gemacht und funktioniert nicht einmal richtig! Ich möchte mein Geld zurück, und zwar sofort!", Reklamationen,"I can't believe I paid money for this junk! The product is cheaply made and doesn't even work right! I want my money back, right now!",Reklamationen,Complaints
"Ich habe mir viel mehr von Ihrem Unternehmen erwartet, aber stattdessen wurde ich nur enttäuscht! Die Lieferung war verspätet, das Produkt defekt und der Kundenservice inkompetent! Das ist absolut inakzeptabel!", Reklamationen,"I expected a lot more from your company, but instead I was only disappointed! The delivery was delayed, the product defective and the customer service incompetent! That is absolutely unacceptable!",Reklamationen,Complaints
"Ich fühle mich betrogen! Das Produkt, das ich erhalten habe, sieht überhaupt nicht aus wie auf den Bildern! Es ist minderwertig und billig gemacht! Ich verlange eine vollständige Rückerstattung und eine Entschuldigung!", Reklamationen,I feel cheated! The product I received doesn't look like in the pictures at all! It's inferior and cheaply made! I demand a full refund and an apology!,Reklamationen,Complaints
"Ich bin sprachlos über die Ignoranz Ihres Unternehmens! Ich habe mehrmals versucht, jemanden zu erreichen, um mein Problem zu lösen, aber anscheinend interessiert es niemanden, ob ich zufrieden bin oder nicht! Das ist unverschämt!", Reklamationen,"I am speechless about the ignorance of your company! I have tried several times to reach someone to solve my problem, but apparently nobody cares whether I am satisfied or not! That's outrageous!",Reklamationen,Complaints
"Das ist lächerlich! Ich habe extra für die Premium-Lieferung bezahlt, aber trotzdem kommt meine Bestellung viel zu spät an! Ich erwarte eine Erstattung für die zusätzlichen Kosten, die ich für nichts bezahlt habe!", Reklamationen,"This is ridiculous! I paid extra for the premium delivery, but nevertheless my order arrives much too late! I expect a refund for the additional costs I paid for nothing!",Reklamationen,Complaints
"Ich bin schockiert über die mangelnde Qualität Ihres Produkts! Es sieht aus, als wäre es aus billigstem Material hergestellt worden, und es funktioniert nicht einmal richtig! Ich werde definitiv nie wieder bei Ihnen einkaufen!", Reklamationen,"I'm shocked at the lack of quality of your product! It looks like it's been made of the cheapest material, and it doesn't even work right! I'll definitely never buy from you again!",Reklamationen,Complaints
"Das ist der schlechteste Kundenservice, den ich je erlebt habe! Niemand kümmert sich um meine Probleme, und meine Beschwerden werden einfach ignoriert! Das ist inakzeptabel, und ich bin sehr verärgert darüber!", Reklamationen,"This is the worst customer service I've ever experienced! Nobody cares about my problems, and my complaints are simply ignored! That's unacceptable, and I'm very upset about it!",Reklamationen,Complaints
"Ich bin wirklich enttäuscht von Ihrem Unternehmen! Die Lieferung war verspätet, das Produkt von minderwertiger Qualität und der Kundenservice absolut unprofessionell! Das ist eine absolute Frechheit!", Reklamationen,"I am really disappointed by your company! The delivery was delayed, the product of inferior quality and the customer service absolutely unprofessional! That is an absolute impudence!",Reklamationen,Complaints
"Ich fühle mich betrogen und belogen! Das Produkt, das ich erhalten habe, entspricht überhaupt nicht der Beschreibung! Es ist minderwertig und billig gemacht! Ich verlange eine Entschädigung für diese Täuschung!", Reklamationen,I feel cheated and lied! The product I received does not correspond at all to the description! It is inferior and cheaply made! I demand compensation for this deception!,Reklamationen,Complaints
"Ich bin wirklich verärgert über Ihre unzureichenden Dienstleistungen! Die Lieferung war verspätet, das Produkt defekt und der Kundenservice inkompetent! Ich werde nie wieder bei Ihnen einkaufen, und ich werde allen meinen Freunden davon abraten, es ebenfalls zu tun!", Reklamationen,"I'm really upset about your inadequate services! The delivery was delayed, the product defective and the customer service incompetent! I'll never buy from you again, and I'll advise all my friends not to do it as well!",Reklamationen,Complaints
"Das ist lächerlich! Ich habe viel Geld für dieses Produkt bezahlt, aber es funktioniert nicht einmal richtig! Ich möchte eine vollständige Rückerstattung und eine Entschuldigung für die Unannehmlichkeiten, die Sie mir bereitet haben!", Reklamationen,"That's ridiculous! I paid a lot of money for this product, but it doesn't even work right! I want a full refund and an apology for the inconvenience you've caused me!",Reklamationen,Complaints
"Ich kann nicht fassen, wie schlecht Ihr Service ist! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice inkompetent! Das ist absolut inakzeptabel, und ich bin sehr verärgert darüber!", Reklamationen,"I can't believe how bad your service is! The delivery was delayed, the product was inferior and the customer service incompetent! This is absolutely unacceptable and I am very angry about it!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe extra für die Express-Lieferung bezahlt, aber meine Bestellung kommt trotzdem viel zu spät an! Ich erwarte eine Rückerstattung für die zusätzlichen Kosten, die ich für nichts bezahlt habe!", Reklamationen,"This is an absolute impudence! I paid extra for the express delivery, but my order still arrives much too late! I expect a refund for the extra costs I paid for nothing!",Reklamationen,Complaints
"Ich bin wirklich enttäuscht von Ihrem Unternehmen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Ich werde nie wieder bei Ihnen einkaufen!", Reklamationen,"I am really disappointed by your company! The delivery was delayed, the product was inferior and the customer service unprofessional! I will never buy from you again!",Reklamationen,Complaints
"Ich bin sprachlos über Ihre unzureichenden Dienstleistungen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Das ist absolut inakzeptabel!", Reklamationen,"I am speechless about your inadequate services! The delivery was delayed, the product inferior and the customer service unprofessional! That is absolutely unacceptable!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe viel Geld für dieses Produkt bezahlt, aber es funktioniert nicht einmal richtig! Ich erwarte eine vollständige Rückerstattung und eine Entschuldigung für die Unannehmlichkeiten, die Sie mir bereitet haben!", Reklamationen,"That's an absolute impudence! I've paid a lot of money for this product, but it doesn't even work right! I expect a full refund and an apology for the inconvenience you've caused me!",Reklamationen,Complaints
"Ich kann nicht fassen, wie schlecht Ihr Service ist! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice inkompetent! Das ist absolut inakzeptabel, und ich bin sehr verärgert darüber!", Reklamationen,"I can't believe how bad your service is! The delivery was delayed, the product was inferior and the customer service incompetent! This is absolutely unacceptable and I am very angry about it!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe extra für die Express-Lieferung bezahlt, aber meine Bestellung kommt trotzdem viel zu spät an! Ich erwarte eine Rückerstattung für die zusätzlichen Kosten, die ich für nichts bezahlt habe!", Reklamationen,"This is an absolute impudence! I paid extra for the express delivery, but my order still arrives much too late! I expect a refund for the extra costs I paid for nothing!",Reklamationen,Complaints
"Ich bin wirklich enttäuscht von Ihrem Unternehmen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Ich werde nie wieder bei Ihnen einkaufen!", Reklamationen,"I am really disappointed by your company! The delivery was delayed, the product was inferior and the customer service unprofessional! I will never buy from you again!",Reklamationen,Complaints
